County	Soil Code	Soil Description	Soil Description
Shelby County	Z1820	Dockery-Quiver silt loams, deep loess, 0 to 2 percent slopes, occasionally flooded	87
Sioux County	1B3	Ida silt loam, 2 to 5 percent slopes, severely eroded	57
Sioux County	1C3	Ida silt loam, 5 to 9 percent slopes, severely eroded	58
Sioux County	1D3	Ida silt loam, 9 to 14 percent slopes, severely eroded	32
Sioux County	8B	Judson silty clay loam, deep loess, 2 to 5 percent slopes	92
Sioux County	11B	Radford-Judson complex, 0 to 5 percent slopes	84
Sioux County	26	Kennebec silty clay loam, 0 to 2 percent slopes, occasionally flooded	92
Sioux County	27B	Terril loam, 2 to 5 percent slopes	90
Sioux County	28B	Dickman sandy loam, 2 to 5 percent slopes	25
Sioux County	28C2	Dickman sandy loam, 5 to 9 percent slopes, moderately eroded	14
Sioux County	28D2	Dickman sandy loam, 9 to 14 percent slopes, moderately eroded	9
Sioux County	31	Afton silty clay loam, 0 to 2 percent slopes, occasionally flooded	80
Sioux County	32	Spicer silty clay loam, 0 to 2 percent slopes	92
Sioux County	33C2	Steinauer clay loam, 5 to 9 percent slopes, moderately eroded	55
Sioux County	33D2	Steinauer clay loam, 9 to 14 percent slopes, moderately eroded	29
Sioux County	33E2	Steinauer clay loam, 14 to 18 percent slopes, moderately eroded	20
Sioux County	33G	Steinauer clay loam, 18 to 40 percent slopes	8
Sioux County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	67
Sioux County	72	Estherville loam, 0 to 2 percent slopes	23
Sioux County	72B	Estherville loam, 2 to 5 percent slopes	18
Sioux County	72D2	Estherville loam, 5 to 12 percent slopes, moderately eroded	5
Sioux County	78B2	Sac silty clay loam, 2 to 5 percent slopes, eroded	86
Sioux County	78C2	Sac silty clay loam, 5 to 9 percent slopes, eroded	82
Sioux County	78D2	Sac silty clay loam, 9 to 14 percent slopes, eroded	56
Sioux County	91	Primghar silty clay loam, 0 to 2 percent slopes	100
Sioux County	91B	Primghar silty clay loam, 2 to 5 percent slopes	95
Sioux County	92	Marcus silty clay loam, 0 to 2 percent slopes	94
Sioux County	108	Wadena loam, 24 to 32 inches to sand and gravel, 0 to 2 percent	60
Sioux County	108B	Wadena loam, 24 to 32 inches to sand and gravel, 2 to 5 percent	55
Sioux County	116	Graceville silty clay loam, 0 to 2 percent slopes	
Sioux County	133	Colo silty clay loam, deep loess, 0 to 2 percent slopes, occasionally flooded	78
Sioux County	203	Cylinder loam, 32 to 40 inches to sand and gravel, 0 to 2 percent slopes	60
Sioux County	259	Biscay loam, 32 to 40 inches to sand and gravel, 0 to 2 percent	54
Sioux County	308	Wadena loam, 32 to 40 inches to sand and gravel, 0 to 2 percent	60
Sioux County	308B	Wadena loam, 32 to 40 inches to sand and gravel, 2 to 5 percent	55
Sioux County	309	Allendorf silty clay loam, 0 to 2 percent slopes	63
Sioux County	309B	Allendorf silty clay loam, 2 to 5 percent slopes	53
Sioux County	309B2	Allendorf silty clay loam, 2 to 5 percent slopes, moderately eroded	52
Sioux County	309C2	Allendorf silty clay loam, 5 to 9 percent slopes, moderately eroded	47
Sioux County	310	Galva silty clay loam, 0 to 2 percent slopes	100
Sioux County	310B	Galva silty clay loam, 2 to 5 percent slopes	95
Sioux County	310B2	Galva silty clay loam, 2 to 5 percent slopes, eroded	90
Sioux County	310C2	Galva silty clay loam, 5 to 9 percent slopes, eroded	84
Sioux County	310D2	Galva silty clay loam, 9 to 14 percent slopes, eroded	57
Sioux County	401B2	Crofton silt loam, 2 to 6 percent slopes, eroded	68
Sioux County	401C2	Crofton silt loam, 5 to 9 percent slopes, eroded	58
Sioux County	401D2	Crofton silt loam, 9 to 14 percent slopes, eroded	34
Sioux County	401E2	Crofton silt loam, 12 to 20 percent slopes, eroded	28
Sioux County	410	Moody silty clay loam, cool, 0 to 2 percent slopes	80
Sioux County	410B	Moody silty clay loam, cool, 2 to 6 percent slopes	67
Sioux County	410B2	Moody silty clay loam, cool, 2 to 6 percent slopes, eroded	67
Sioux County	410C2	Moody silty clay loam, cool, 6 to 11 percent slopes, eroded	65
Sioux County	410D2	Moody silty clay loam, 11 to 17 percent slopes, eroded	34
Sioux County	428B	Ely silty clay loam, shallow loess, 2 to 5 percent slopes	88
Sioux County	467	Radford silt loam, 0 to 2 percent slopes	79
Sioux County	474	Bolan loam, 0 to 2 percent slopes	60
Sioux County	474B	Bolan loam, 2 to 5 percent slopes	53
Sioux County	474B2	Bolan loam, 2 to 5 percent slopes, moderately eroded	50
Sioux County	474C2	Bolan loam, 5 to 9 percent slopes, moderately eroded	49
Sioux County	474D2	Bolan loam, 9 to 14 percent slopes, moderately eroded	24
Sioux County	485	Spillville loam, 0 to 2 percent slopes	88
Sioux County	486	Davis loam, 0 to 2 percent slopes	75
Sioux County	585	Colo-Spillville complex, 0 to 2 percent slopes, occasionally flooded	82
Sioux County	670	Rawles silt loam, 0 to 2 percent slopes	82
Sioux County	733	Calco silty clay loam, 0 to 2 percent slopes	79
Sioux County	785	Spillco loam, 0 to 2 percent slopes, occasionally flooded	73
Sioux County	801B2	Bolan variant loam, 2 to 5 percent slopes, moderately eroded	51
Sioux County	801C2	Bolan variant loam, 5 to 9 percent slopes, moderately eroded	45
Sioux County	801D2	Bolan variant loam, 9 to 14 percent slopes, moderately eroded	19
Sioux County	801F	Bolan variant loam, 14 to 25 percent slopes, bouldery	5
Sioux County	810	Galva silty clay loam, terrace, 0 to 2 percent slopes	100
Sioux County	810B	Galva silty clay loam, terrace, 2 to 5 percent slopes	95
Sioux County	810B2	Galva silty clay loam, terrace, 2 to 5 percent slopes, eroded	92
Sioux County	812	Moody silty clay loam, terrace, cool, 0 to 2 percent slopes	80
Sioux County	812B	Moody silty clay loam, terrace, 2 to 6 percent slopes	74
Sioux County	878B	Ocheyedan loam, 2 to 5 percent slopes	86
Sioux County	878B2	Ocheyedan loam, 2 to 5 percent slopes, moderately eroded	82
Sioux County	878C2	Ocheyedan loam, 5 to 9 percent slopes, moderately eroded	77
Sioux County	910	Trent silty clay loam, 0 to 3 percent slopes	73
Sioux County	910B	Trent silty clay loam, 2 to 5 percent slopes	73
Sioux County	5010	Pits, sand and gravel	
Sioux County	5040	Udorthents, loamy	5
Sioux County	5044	Fluvaquents, 0 to 2 percent slopes	5
Sioux County	AW	Animal waste lagoon	
Sioux County	INT	Intermittent water	
Sioux County	P733	Calco silty clay loam, 0 to 2 percent slopes, occasionally flooded	78
Sioux County	SL	Sewage lagoon	
Sioux County	W	Water	
Story County	6	Okoboji silty clay loam, 0 to 1 percent slopes	59
Story County	27B	Terril loam, 2 to 6 percent slopes	87
Story County	27C	Terril loam, 5 to 9 percent slopes	85
Story County	34C	Estherville sandy loam, 2 to 6 percent slopes	27
Story County	41B	Sparta loamy fine sand, 2 to 5 percent slopes	38
Story County	41C	Sparta loamy fine sand, 5 to 9 percent slopes	33
Story County	41D	Sparta loamy fine sand, 9 to 14 percent slopes	10
Story County	52B	Bode clay loam, 2 to 6 percent slopes	91
Story County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	70
Story County	55	Nicollet clay loam, 1 to 3 percent slopes	89
Story County	62D2	Storden loam, 10 to 16 percent slopes, moderately eroded	41
Story County	62E	Storden loam, 10 to 22 percent slopes, moderately eroded	32
Story County	65F	Lindley loam, 18 to 25 percent slopes	14
Story County	90	Okoboji mucky silt loam, 0 to 1 percent slopes	56
Story County	95	Harps clay loam, 0 to 2 percent slopes	72
Story County	107	Webster clay loam, 0 to 2 percent slopes	86
Story County	108	Wadena loam, 0 to 2 percent slopes	56
Story County	108B	Wadena loam, 2 to 6 percent slopes	52
Story County	135	Coland clay loam, 0 to 2 percent slopes, occasionally flooded	76
Story County	136B	Ankeny fine sandy loam, 2 to 5 percent slopes	72
Story County	138B	Clarion loam, 2 to 6 percent slopes	89
Story County	138C	Clarion loam, 6 to 10 percent slopes	84
Story County	138C2	Clarion loam, 6 to 10 percent slopes, moderately eroded	83
Story County	138D2	Clarion loam, 9 to 14 percent slopes, moderately eroded	57
Story County	168B	Hayden loam, 2 to 6 percent slopes	76
Story County	175	Dickinson fine sandy loam, 0 to 2 percent slopes	56
Story County	175B	Dickinson fine sandy loam, 2 to 5 percent slopes	51
Story County	175C	Dickinson fine sandy loam, 5 to 9 percent slopes	48
Story County	201B	Coland-Terril complex, 1 to 5 percent slopes	76
Story County	203	Cylinder loam, 0 to 2 percent slopes	58
Story County	221	Klossner muck, 0 to 1 percent slopes	32
Story County	236B	Lester loam, 2 to 6 percent slopes	85
Story County	236D	Lester loam, Bemis moraine, 10 to 16 percent slopes	53
Story County	236D2	Lester loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded	49
Story County	236F	Lester loam, Bemis moraine, 10 to 22 percent slopes	36
Story County	253B	Farrar fine sandy loam, 2 to 5 percent slopes	76
Story County	259	Biscay clay loam, 0 to 2 percent slopes	52
Story County	274	Rolfe silt loam, 0 to 1 percent slopes	57
Story County	284	Flagler sandy loam, 0 to 2 percent slopes	56
Story County	284B	Flagler sandy loam, 2 to 5 percent slopes	51
Story County	356G	Hayden-Storden loams, 25 to 50 percent slopes	5
Story County	385	Guckeen clay loam, 1 to 3 percent slopes	76
Story County	388	Kossuth silty clay loam, 0 to 2 percent slopes	86
Story County	485	Spillville loam, 0 to 2 percent slopes, occasionally flooded	88
Story County	506	Wacousta silty clay loam, 0 to 1 percent slopes	74
Story County	507	Canisteo clay loam, 0 to 2 percent slopes	84
Story County	536	Hanlon fine sandy loam, 0 to 2 percent slopes	82
Story County	559	Talcot clay loam, 32 to 40 inches to sand and gravel, 0 to 2 percent slopes	54
Story County	638C2	Clarion-Storden complex, 6 to 10 percent slopes, moderately eroded	75
Story County	828B	Zenor sandy loam, 2 to 5 percent slopes	53
Story County	828C2	Zenor sandy loam, 5 to 9 percent slopes, moderately eroded	42
Story County	956	Harps-Okoboji complex, 0 to 2 percent slopes	69
Story County	1178	Waukee variant loam, 0 to 2 percent slopes	96
Story County	1314	Hanlon-Spillville complex, channeled, 0 to 2 percent slopes	36
Story County	1585	Spillville-Coland complex, channeled, 0 to 2 percent slopes	34
Story County	4000	Urban land	
Story County	5010	Pits, gravel	
Story County	5030	Pits, quarry	
Story County	5040	Orthents, loamy	5
Story County	5060	Pits, clay	
Story County	AW	Animal waste lagoon	
Story County	INT	Intermittent water	
Story County	L55	Nicollet loam, 1 to 3 percent slopes	91
Story County	L62C2	Storden loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded	64
Story County	L62D2	Storden loam, Bemis moraine, 10 to 16 percent slopes, moderately eroded	41
Story County	L62E2	Storden loam, Bemis moraine, 10 to 22 percent slopes, moderately eroded	32
Story County	L62F	Belview loam, Bemis moraine, 16 to 30 percent slopes	16
Story County	L95	Harps clay loam, Bemis moraine, 0 to 2 percent slopes	75
Story County	L107	Webster clay loam, Bemis moraine, 0 to 2 percent slopes	88
Story County	L138B	Clarion loam, Bemis moraine, 2 to 6 percent slopes	88
Story County	L138C	Clarion loam, Bemis moraine, 6 to 10 percent slopes	84
Story County	L138C2	Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded	83
Story County	L168B	Hayden loam, Bemis moraine, 2 to 6 percent slopes	76
Story County	L168C	Hayden loam, Bemis moraine, 6 to 10 percent slopes	73
Story County	L168E	Hayden loam, Bemis moraine, 10 to 22 percent slopes	45
Story County	L168F	Hayden loam, Bemis moraine, 22 to 40 percent slopes	5
Story County	L236B	Lester loam, Bemis moraine, 2 to 6 percent slopes	85
Story County	L236C	Lester loam, Bemis moraine, 6 to 10 percent slopes	81
Story County	L236C2	Lester loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded	77
Story County	L386	Cordova clay loam, Bemis moraine, 0 to 2 percent slopes	77
Story County	L507	Canisteo clay loam, Bemis moraine, 0 to 2 percent slopes	87
Story County	L638C2	Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded	75
Story County	L638D2	Omsrud-Storden complex, Bemis moraine, 10 to 16 percent slopes, moderately eroded	53
Story County	L956	Harps-Okoboji complex, Bemis moraine, 0 to 2 percent slopes	69
Story County	SL	Sewage lagoon	
Story County	W	Water	
Tama County	5B	Ackmore-Colo complex, 2 to 5 percent slopes	77
Tama County	7	Wiota silt loam, 0 to 2 percent slopes, rarely flooded	100
Tama County	7B	Wiota silt loam, 2 to 5 percent slopes, rarely flooded	95
Tama County	8B	Judson silty clay loam, 2 to 5 percent slopes	93
Tama County	11B	Colo-Ely complex, 0 to 5 percent slopes	86
Tama County	20C2	Killduff silty clay loam, 5 to 9 percent slopes, eroded	81
Tama County	20D2	Killduff silty clay loam, 9 to 14 percent slopes, eroded	55
Tama County	20D3	Killduff silty clay loam, 9 to 14 percent slopes, severely eroded	51
Tama County	20E2	Killduff silty clay loam, 14 to 18 percent slopes, eroded	44
Tama County	20E3	Killduff silty clay loam, 14 to 18 percent slopes, severely eroded	39
Tama County	24D2	Shelby loam, 9 to 14 percent slopes, moderately eroded	48
Tama County	24D3	Shelby clay loam, 9 to 14 percent slopes, severely eroded	41
Tama County	24E2	Shelby loam, 14 to 18 percent slopes, moderately eroded	37
Tama County	24E3	Shelby clay loam, 14 to 18 percent slopes, severely eroded	30
Tama County	43	Bremer silty clay loam, 0 to 2 percent slopes, occasionally flooded	74
Tama County	54	Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded	60
Tama County	63D	Chelsea loamy fine sand, 5 to 14 percent slopes	5
Tama County	63F	Chelsea loamy fine sand, 14 to 25 percent slopes	5
Tama County	65D2	Lindley loam, 9 to 14 percent slopes, moderately eroded	41
Tama County	65E2	Lindley loam, 14 to 18 percent slopes, moderately eroded	28
Tama County	65E3	Lindley clay loam, 14 to 18 percent slopes, severely eroded	21
Tama County	65F	Lindley loam, 18 to 25 percent slopes	14
Tama County	65F2	Lindley loam, 18 to 25 percent slopes, moderately eroded	11
Tama County	65F3	Lindley clay loam, 18 to 25 percent slopes, severely eroded	5
Tama County	65G	Lindley loam, 25 to 40 percent slopes	5
Tama County	83B	Kenyon loam, 2 to 5 percent slopes	90
Tama County	83C2	Kenyon loam, 5 to 9 percent slopes, eroded	84
Tama County	88	Nevin silty clay loam, 0 to 2 percent slopes	95
Tama County	110C	Lamont fine sandy loam, 5 to 9 percent slopes	47
Tama County	118	Garwin silty clay loam, 0 to 2 percent slopes	90
Tama County	119	Muscatine silty clay loam, 0 to 2 percent slopes	100
Tama County	119B	Muscatine silty clay loam, 2 to 5 percent slopes	95
Tama County	120	Tama silty clay loam, 0 to 2 percent slopes	100
Tama County	120B	Tama silty clay loam, 2 to 5 percent slopes	95
Tama County	120B2	Tama silty clay loam, 2 to 5 percent slopes, eroded	92
Tama County	120C	Tama silty clay loam, 5 to 9 percent slopes	90
Tama County	120C2	Tama silty clay loam, 5 to 9 percent slopes, eroded	87
Tama County	120C3	Tama silty clay loam, 5 to 9 percent slopes, severely eroded	79
Tama County	120D2	Tama silty clay loam, 9 to 14 percent slopes, eroded	62
Tama County	120D3	Tama silty clay loam, 9 to 14 percent slopes, severely eroded	55
Tama County	120E2	Tama silty clay loam, 14 to 18 percent slopes, eroded	50
Tama County	122	Sperry silt loam, depressional, 0 to 1 percent slopes	36
Tama County	133	Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded	78
Tama County	133+	Colo silt loam, 0 to 2 percent slopes, occasionally flooded, overwash	78
Tama County	164	Traer silt loam, 0 to 2 percent slopes	62
Tama County	174B	Bolan loam, 2 to 5 percent slopes	64
Tama County	174C	Bolan loam, 5 to 9 percent slopes	59
Tama County	175B	Dickinson fine sandy loam, 2 to 5 percent slopes	50
Tama County	175C	Dickinson fine sandy loam, 5 to 9 percent slopes	45
Tama County	179D2	Gara loam, 9 to 14 percent slopes, moderately eroded	45
Tama County	179D3	Gara clay loam, 9 to 14 percent slopes, severely eroded	40
Tama County	179E2	Gara loam, 14 to 18 percent slopes, moderately eroded	34
Tama County	179E3	Gara clay loam, 14 to 18 percent slopes, severely eroded	27
Tama County	179F2	Gara loam, 18 to 25 percent slopes, moderately eroded	16
Tama County	179F3	Gara clay loam, 18 to 25 percent slopes, severely eroded	10
Tama County	220	Nodaway silt loam, shallow loess, 0 to 2 percent slopes, occasionally flooded	77
Tama County	222D2	Clarinda silty clay loam, 9 to 14 percent slopes moderately eroded	14
Tama County	269	Humeston silt loam, 0 to 2 percent slopes	72
Tama County	291	Atterberry silt loam, 1 to 3 percent slopes	85
Tama County	293D	Chelsea-Fayette-Lamont complex, 9 to 14 percent slopes	25
Tama County	293D2	Chelsea-Fayette-Lamont complex, 9 to 14 percent slopes, eroded	24
Tama County	293E	Chelsea-Fayette-Lamont complex, 14 to 18 percent slopes	19
Tama County	293E2	Chelsea-Fayette-Lamont complex, 14 to 18 percent slopes, eroded	17
Tama County	293F	Chelsea-Fayette-Lamont complex, 18 to 25 percent slopes	11
Tama County	293F2	Chelsea-Fayette-Lamont complex, 18 to 25 percent slopes, eroded	10
Tama County	293G	Chelsea-Fayette-Lamont complex, 25 to 40 percent slopes	5
Tama County	350	Waukegan silt loam, 0 to 2 percent slopes	60
Tama County	350B	Waukegan silt loam, 2 to 5 percent slopes	55
Tama County	350C	Waukegan silt loam, 5 to 9 percent slopes	50
Tama County	377B	Dinsdale silty clay loam, 2 to 5 percent slopes	94
Tama County	377B2	Dinsdale silty clay loam, 2 to 5 percent slopes, eroded	92
Tama County	377C	Dinsdale silty clay loam, 5 to 9 percent slopes	90
Tama County	377C2	Dinsdale silty clay loam, 5 to 9 percent slopes, eroded	85
Tama County	377D2	Dinsdale silty clay loam, 9 to 14 percent slopes, eroded	62
